,user,location,verified,followers,content,polarity
430,steph_mcc_k,"Brisbane, Queensland",FALSE,403,@Maxquinn Perhaps Flume fans voted instead for Never Be Like You?,
593,_lidiaaaaaa,Crying in the club,FALSE,402,Wow flume I love you 🥺,0.3
343,j_cunningham1,,FALSE,402,listen and weep  https://t.co/xYfNjHyNHk,
86,WPTSPlaylist,"Pittsburgh, PA",FALSE,401,Flume - Space Cadet - Flume (Deluxe Edition) - Mom &amp;,0.6
801,mariahyescas,,FALSE,400,Flume and Toro y Moi really said let’s change the world,0.2
70,tukefran85,,FALSE,399,"Liked on Spotify: ""The Difference"" by Flume, Toro y Moi https://t.co/bzhmK2p05B https://t.co/HTn1mzdtWA",0.6
16,jrmillama,"Los Angeles, CA",FALSE,399,I just got really sad about not seeing Flume this April ☹️,-0.5
908,Defyxo,Breanna 💖,FALSE,394,@Perfexiaa Guessing there was new Flume *checks Spotify* oh shit Issa bop,-0.031818182
1034,zeltzinvan,Mexico City,FALSE,392,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/5tH2PQ3UDM pfffff ❤️ @ToroyMoi @flumemusic,
287,cosbysweaterz,"Texas, USA",FALSE,391,I LOVE FLUME AND TOROS NEW SONG,0.318181818
703,TuhnahsTweetuh,Earth,FALSE,390,"This new Flume, fam 😭 Coachella is going to be worth the wait 🎃",0.218181818
311,luisafig021,214-512,FALSE,389,Flume is forever a vibe I love him so much,0.35
172,eddiemajeur,,FALSE,389,"if there’s a right person for flume to do a whole collaborative project with, it’s chaz",0.242857143
932,SnooksBurgess,"modesto, ca",FALSE,389,"I swear to god if people start listening to DnB because of the Flume/Toro track, I’m gonna lose my shit 🥴😡",-0.2
524,Book_Of_Helios,In a Deep State (of Existence),FALSE,389,"Listen to Smoke And Retribution feat. Vince Staples &amp; Kučka by Flume on #SoundCloud
https://t.co/XQbQvfXUYl https://t.co/2vrYSuvo2i",
128,tyler_friscia88,,FALSE,386,Flume’s new song is everything I needed in my life like GOD DAMN😩😩😩,0.136363636
907,l0cation4sia,him/them,FALSE,385,bro this shit is lit @svperclvster (@/flume / @/toro ),-0.2
261,thehous_,,FALSE,385,one fucking week away from seeing Flume live. la vida es bien cruel,-0.487878788
110,r8ve_j,,FALSE,384,Listen to Rushing Back (feat. Vera Blue) by Flume #np on #SoundCloud https://t.co/wH1mLOWAiI,
342,alienterrein,,FALSE,384,"¿torito y flume? yes please

https://t.co/yKAYK6p17W",
167,bleach_bland,"Philadelphia, PA",FALSE,381,Mik has been listening to the new Flume ft. Toro Y Moi track on loop for 15 minutes 😌 for a moment everything is right,0.211038961
1032,selfdickscovery,"Willow Glen, San Jose",FALSE,381,I’ve had this new flume song on repeat for 40 min straight,0.168181818
101,cassieeflynn,,FALSE,379,this kind of flower always reminds of Flume https://t.co/uaBLNqU9os,0.6
718,ayoo_nano,"Texas, USA",FALSE,374,Flume well always put me in a good mood,0.7
784,princessofbass,"Atlanta, GA",FALSE,373,"Catch Flume at #BUKU2020 

@thebukuproject https://t.co/HS4hOqMx2v",
522,boozetoes,"Chicago, IL",FALSE,372,"The fact that Flume and Toro y Moi, two of my favorite musicians, just came out with a song together is the highlight of my week 😭",0.5
1021,boomvangmusic,"Toronto, Ontario",FALSE,371,Flume and Toro y Moi Team Up for New Single “The Difference”: Stream | more here 👉 https://t.co/xGBsdTmFdO 👈 #music #musician #musicislife,0.188311688
882,thisiswithout,"Chicago, IL",FALSE,370,Trying to stay of social media with all this craziness but had to jump on twitter to say the new flume x toro y moi is a slapper. ok bye,0.223232323
834,nancydhuynh,"Chicago, IL",FALSE,367,Flume Red Rocks tix on sale thooo https://t.co/uapVg65uZP,
813,STAYSAFEMUSIC,"Fort Worth, TX",FALSE,365,New flume and kayzo in the same day BITCH😍,0.068181818
108,12tendon21,右脳,FALSE,365,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/24Z8saZJ3d @YouTube,
961,AsuoyeDakah,,FALSE,364,"Flume on his new Toro y Moi collaboration, “The Difference” https://t.co/fErfyNM0uD https://t.co/Yqx6p7X6EO",0.136363636
1068,mbolez,,FALSE,364,Drum &amp; Bass Flume 😮😮 https://t.co/g4US0wbrrN,-0.15
1044,RAvilaCAZ,Mid,FALSE,364,Flume feat Toro y Moi https://t.co/ofPytSKA4d,
987,hitmustv,"Salt Lake City, UT",FALSE,363,"Flume - &amp;quot;The Difference&amp;quot; (Feat. Toro Y Moi), https://t.co/1RKIT5aHRF",
410,curtmagurt_808,"Pullman, WA ",FALSE,362,Flume made a d&amp;b tune 😭 https://t.co/hKzTSKIMgO,
470,Breezy4monstaX,minhyuk's heart ,FALSE,362,"@Yellowws_ Nero, 3lau, flume, MK, jonas blue, elephante, illenium, audien, Armin Vam Buuren, kap slap, cash cash, t… https://t.co/abqxVOei97",
12,erikxperez,Atlanta,FALSE,358,this week been crazy but at least we got new Porter robinson &amp; Flume tracks and they’re both fire,-0.254545455
949,mainsqueeze_,FL,FALSE,357,@GooseDaniels @russdiemon Flume is amazing! I already know theres going to be mad conflicts with how many artists there are,0.158333333
469,SeniorSuavecito,"Manchester, England",FALSE,356,Flume and Toro Y Moi team up on vibrant new cut “The Difference” https://t.co/0dseiDXQX4,0.151515152
1178,patchbayradio,"San Antonio, TX",FALSE,355,Now playing: Flume Chet Faker - Drop The Game - https://t.co/v0DhEgamAc,-0.4
394,_imthejoy_,ph,FALSE,355,@SoftwareSeulRi Try listening to Flume ❤ and tell me what you think about it 😊,
421,ItsLilTiff,United States,FALSE,353,"I don’t like the flume song with toro y moi, I don’t like the Denzel Curry song with glass animals and I didn’t rea… https://t.co/L0Wg2pgWRN",
864,skylerrr125,,FALSE,353,Me when i see Flume next weekend https://t.co/yDA5rHe32M,
1165,maxwellg_,"Las Vegas, NV",FALSE,353,this is when i’m seeing flume and i’m pinning this! https://t.co/iX1KHmkqvz,
487,markgomez24,"Burbank, CA",FALSE,352,I'm finally listening to the new Flume X Toro Y Moi and I'm LOVING this ahhh!! https://t.co/H6lCzklAzV,0.245454545
1129,KaosSverige,Stockholm,FALSE,351,"📹 AirPods Pro — Snap Published on Mar 11, 2020 AirPods Pro offer unprecedented control. Active Noise Cancellation f… https://t.co/04YGLHqq08",0.233333333
118,drichmakesmusic,"Greensboro, NC",FALSE,351,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/GHkss3EzGj via @YouTube,
218,iGuessIllBeLuke,Planet Earth,FALSE,351,"@saent_x 😂😂😂😂 weird flex but okay, so we going to sonic bloom or flume red rocks then 😎",
200,CodeSyro,1252002,FALSE,349,@octopousmusic just wondering if you had the flume pack :),
1007,JukeTD,Nederland,FALSE,348,"Alright Flume just outdid my colour-effect haha https://t.co/W2HNpFsUEU

First impressions: liking this DnB take on… https://t.co/fZhryoATlI",0.225
594,soyyyybeannnn,,FALSE,347,me after listening to flume https://t.co/06pKsZGYWm,
1059,_gyg6,,FALSE,344,Flume goes absolutely stupid and can’t anyone change my mind https://t.co/ho8W2rPbkd,-0.8
754,NoWahalaToday,East Blue,FALSE,344,flume and vegyn just might turn me into a raver fr,
1035,LeratoNotha,,FALSE,342,So Flume and Toro only gave me 2mins10secs of that masterpiece? No waiz 😩,
858,trentreynolds_,"Zachary, LA",FALSE,339,@ambbbba Honestly wouldn’t be surprised but I’ve been dying to see Glass Animals and Flume again,0.35
206,_brittanyylo,,FALSE,338,Sitting in a dr appointment and flume is playing I wanna cry 🦋,
651,ChrisOrtega2,Texas,FALSE,337,This new Flume is a damn VIBE,0.136363636
730,phoneboi89,"Send me, your...",FALSE,335,@Bonnaroo is still happening right? Please don't get cancelled. This will be my first festival where I get to see… https://t.co/b118wCqVMz,0.267857143
661,airbnbofficial,,FALSE,335,Thinking of the time this guy I was kinda talking to earlier this year asked what my favorite concert was and then… https://t.co/96TSxrCewo,0.25
437,christivnx,CO,FALSE,335,I wish I was Flume’s dog,
1145,ruthsedar,Leicester,FALSE,332,"@20thcenturymarc Christ, that flume! The backs of my thighs have PTSD. The dippy-down floor in that pool was good t… https://t.co/Lfe1E1dloF",0.7
707,kuzblues,vegas,FALSE,330,FLUME,
1048,kailayeah,"Los Angeles, CA",FALSE,329,wow flume x tory y moi makes me happy,0.45
681,kailayeah,"Los Angeles, CA",FALSE,329,i luv flume so much if i think about it too much i cry,0.2
1039,nodades,神戸市,FALSE,326,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/1l1GR5U8aO,
602,bevbp,,FALSE,325,I’ve listened to the new flume song with toro y moi over 100 times today. My 2 faves made a song together. And it’s beautiful. I cry 🥺,0.493181818
312,FVTVRST,,FALSE,324,Flume needs to do more dnb,0.5
948,ohradisyn,deja|edc|roo|bcxiii,FALSE,322,@Brezzzy33 @flumeismydad i’m crine both yalls last tweets were about flume releasing new music today which i didn’t… https://t.co/XhMEk3F5kK,0.068181818
457,Zunii__,HOUSTON MF TEXAS HOE,FALSE,320,FLUME is a love language,0.5
450,Zunii__,HOUSTON MF TEXAS HOE,FALSE,320,"i forgot this existed
@flume gotta be the best in order to be able to put a modern twist on a classic like Big Popp… https://t.co/dpfSSsqsiF",0.373333333
856,DrWongz,Brooklyn - Brixton - Berlin,FALSE,320,"Flume, Toro Y Moi Release Indie Drum &amp; Bass Collab ""The Difference'
https://t.co/SCSk2EXs0q...",-0.075
850,EvaristoVillela,,FALSE,319,It’s been a good while since Flume has come out with something good! This is dope and I mean cmon Toro y Moi!! https://t.co/n1P5UgOyId,0.3625
1090,itzRafaelBichez,Denver Colorado,FALSE,319,"New Flume and Toro y Moi song is also phenomenal, holy fuck",0.078787879
831,dubiks,,FALSE,319,@flumemusic with @toroymoi unveils music video for The Difference https://t.co/dnaF3o1IEG via @dubiks,
1141,isaacheatley,,FALSE,319,Anyone tryna go on a log flume this summer,
482,saurabh09bot,"Mumbai, India",FALSE,317,New flume issa good dayy,0.418181818
404,saurabh09bot,"Mumbai, India",FALSE,317,@youngaurav New flume biatch https://t.co/iuzE08CvUI,0.136363636
1232,TexAngeles,"Texas, USA",FALSE,315,@riddimswamp Dont put that energy out there! Lol im not missing flume,0.45
535,LeeBrittney,,FALSE,313,Guess it’s just not meant to be flume 🥺💔,
1097,useIive,20 • england,FALSE,310,this flume and toro y moi song.... PERFECT!,1
855,fiImparasite,she/her,FALSE,310,my love for flume &gt;,0.5
251,joshi1234,"Rubidoux, CA",FALSE,310,The new flume song with toro y moi is too good,0.418181818
498,rigelgodoy,,FALSE,310,@ayyitsbryson I’ve been waiting since senior year of high school to see flume... I feeeeel you,0.16
1078,fiImparasite,she/her,FALSE,310,NEW FLUME MUSIC VIDEO https://t.co/A5V0KMIBOd,0.136363636
262,YourQueenLin,,FALSE,309,"Flume, troyboi, and ALSION all just taken from me next weekend  I’m cry",
806,ayyyBuuBuu,"Dallas, TX",FALSE,307,"I’m so happy that Flume incorporated breakbeats into The Difference, it’s awesome to see such a popular artist util… https://t.co/LVLN8HjFoX",0.6
322,kimchiwich,NOLA,FALSE,307,Bro this is the THIRD time I’m supposed to see flume and something comes up last minute😭 whyyyy did buku have to cancel😭😭😭,
14,ameentheking,"Newark, NJ",FALSE,305,Flume makes great music,0.8
582,Arizuban,Ocala Florida,FALSE,304,@90s_Flume Honestly? Win win.,0.8
586,Arizuban,Ocala Florida,FALSE,304,@90s_Flume End her.,
537,nmeaustralia,Australia,FALSE,300,This marks the pair's first-ever collaboration https://t.co/LuPwDv1yTU,
538,alea24bowen,Stayin awkward since '96,FALSE,299,I knew my love for @flume was large and new my love for @ToroyMoi  was large as well. But let me tell ya... my hear… https://t.co/nHf2SyzHIG,0.312987013
867,Gregg1ll,"Colorado, USA",FALSE,299,When I think of spring music releases I think of Flume,
837,KostaVagenas,Inquiries: kosta@kosta.co,FALSE,298,"flume and toro y moi made a jungle track?? and it slaps?? legendary shit

https://t.co/xSOr7CF9Vg",0.4
317,colonthatsme,"colin, 17, he/him or they/them",FALSE,297,flume doing dnb okayyyy i see you,
643,seintlaurentt,California,FALSE,296,That new flume song is amazing🔥,0.368181818
766,xxxmenstruacion,venmo: guadosalam,FALSE,296,why does every flume song absolutely slap,0.2
943,exceptionalish,"Columbus, Ohio",FALSE,296,"Case and point. Also they released a new song with Flume today, but this is still my favourite.
https://t.co/Uh9PjoVx5x",0.136363636
270,TarlingHayley,,FALSE,296,buku was postponed to when I’ll no longer be in the country... all I wanna do is fucking see flume man this shit is insane 😭😭,-0.575
194,gustavviko,インドネシア  Indonesia ,FALSE,296,"@Sakid_ selera kita ketemu kid, featuring jpegmafia ni

Here’s a song for you… How To Build A Relationship by Flume
https://t.co/jVHpNKeJuN",
156,hanniaxo,MN,FALSE,295,that Flume x Toro was needed 💛,
1207,_bigdum,quoasie's cellar,FALSE,295,"@charmy3459 skip around
https://t.co/C8pcnxMJaY",
1176,maxvxvx,"Buenos Aires, AR",FALSE,294,Flume - Let You Know (feat. London Grammar) https://t.co/cDFwDCX0Kj,
1214,_jessiekat,,FALSE,293,“Say It” by Flume... that’s it ✨,
685,peytonking6,"Tuscaloosa, AL",FALSE,289,Flume with new dnb vibes O_o,0.136363636
158,mariadezz,,FALSE,288,@obeseluis Omg so farrrrrr but I was thinking gov ball maybe I already got tickets for Saturday to see flume,
695,Equator_Media,"Sydney, Australia",FALSE,285,"Disclosure x Flume - You &amp; Me (@itscustome &amp; Equator)

Out now via @thegoodphellas!! https://t.co/ZutjfIZgkq",
7,dmntya,,FALSE,284,new flume though,0.136363636
711,GabeVILMS,City of Hella Haters,FALSE,284,This Flume and Toro y Moi song is too short,
891,edmhoney,"Los Angeles, CA",FALSE,283,"Flume and Toro y Moi announce release date for joint drum &amp;#039;n&amp;#039; bass project, &amp;#039;The Difference&amp;#039;, https://t.co/iuu7ZLnlbQ",-0.15
1023,thejozefwhite,"San Francisco, CA",FALSE,282,"@sidewalk_boy and some flume today, and four tet in 2 days and",
1153,cecemado,"Buffalo, NY",FALSE,282,@jellytrench yeah actually i wanna see flume,
505,malandrosx,Portugal,FALSE,280,when I listen to Flume’s songs,
441,altplusm,,FALSE,278,Flume feat. Toro y Moi - The Difference https://t.co/LiSzthm7LH https://t.co/jhAKbrJ6x5,
1171,LittlePulizzano,"BAE Area, CA",FALSE,277,@pazpaz Do we have to cancel Flume’s ass eating too? Or is that still okay 🤔🤔,0.5
408,kennedycmyers,louisiana,FALSE,276,Yea I may have gotten evicted but @flumemusic dropped a new song lmaooooo😍 #flume,0.136363636
709,CinemaNDN,"Gravesend, Brooklyn",FALSE,276,"Flume Talks ""The Difference"" ft. Toro y Moi, Teases New Album in Apple Music Interview https://t.co/tdO21xSbhN",0.136363636
235,smoghogo,%pos%,FALSE,274,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/kpVdwlc6Lt via @YouTube,
315,OgburnGreyson,"Colorado, USA",FALSE,274,I’m gonna have to find a cure for the corona virus if flume gets cancelled,
149,RDRPlaylist,"Seattle, WA",FALSE,273,How to Build a Relationship (feat. JPEGMAFIA) by Flume from the album Hi This Is Flume (Mixtape),
304,vitor_Curty,rio de janeiro,FALSE,272,Flume - Bon Iver,
1026,glissandra_,,FALSE,270,🗣 Flume and Toro y Moi released a collab today!! 🗣,
1020,ClayTheGray,,FALSE,269,"Added to 1 on Spotify: ""The Difference"" by Flume, Toro y Moi https://t.co/sVXtFjqhxI",
1240,billaylay,,FALSE,268,@LinaPresutti New flume out tomorrow,0.136363636
117,hus_pyz,63493→駿→九大音響20,FALSE,265,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/aKRoeS6Ibs @YouTubeより,
673,ethan_schultz17,319,FALSE,264,i can’t wait for summer when i have all the windows down blaring friends by @flume and @ReoCragun in my car,-0.155555556
9,NotADiploBot,,FALSE,263,"""Flume/Kai"" – ""Never Be Like You"" https://t.co/KexTPGzwta",
215,NotADiploBot,,FALSE,263,"""Flume/Kai"" – ""Never Be Like You"" https://t.co/KexTPGzwta",
416,NotADiploBot,,FALSE,263,"""Flume/Vera Blue"" – ""Rushing Back (MJ Cole Remix)"" https://t.co/KexTPGzwta",
778,NotADiploBot,,FALSE,263,"""Flume/Vera Blue"" – ""Rushing Back (MJ Cole Remix)"" https://t.co/KexTPGzwta",
1003,NotADiploBot,,FALSE,263,"""Flume/Tove Lo"" – ""Say It (Illenium Remix)"" https://t.co/KexTPGzwta",
1121,NotADiploBot,,FALSE,263,"""Anna Lunoe/Flume"" – ""I Met You"" https://t.co/KexTPGzwta",
1156,NotADiploBot,,FALSE,263,"""Flume/Kai"" – ""Never Be Like You"" https://t.co/KexTPGzwta",
1172,NotADiploBot,,FALSE,263,"""Flume/Vera Blue"" – ""Rushing Back (MJ Cole Remix)"" https://t.co/KexTPGzwta",
1192,Hendel,"iPhone: 47.603119,-122.338226",FALSE,263,All of this. 😶 This wasn't the 'going viral' that anyone wanted https://t.co/fm32xBV959,
392,axlripley,South London/Bristol,FALSE,261,Flume’s new song is so so dirty I can’t control myself from screaming that chorus down the street,-0.206397306
1066,benaweeds,"Madrid, Comunidad de Madrid",FALSE,259,Flume has a unique aesthetic and sound...,0.3875
880,royredux,,FALSE,257,WAIIIIT this new flume toro y moi track.....,0.136363636
249,nxrvz3,CDMX,FALSE,254,"@alaran21 I signed up for the presale too!
I have seen Flume twice and I promise is totally worth it 😍",0.3
288,AshleyCaitlin23,"Raynham, MA",FALSE,253,@awonderland @spacejesus @Subtronics @flume @zedsdead will y’all come play at my Airbnb since buku is cancelled I have a hot tub,0.25
1152,grnbayhusker,KGRB,FALSE,252,@madelinerose312 @Disneyland2go One final turbulent flume ride...my husband and I will pay our respects. Bring your… https://t.co/IzyVzbkgz5,
229,bblexwubz,,FALSE,251,@bassdaddyethan literally SAME. I HAD to see flume,
828,thinkpedro,,FALSE,251,Flume // the difference,
639,Zachryrt,Iloilo,FALSE,241,😘 Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/MIIMRhg7yS via @YouTube,
1199,333hmmmm,,FALSE,240,HYPPERREAL BY FLUME THIS IS A PSA,
575,MeganAlexaandra,oblivion,FALSE,239,@flumemusic can we plz get exclusive flume @ the red rocks merch this year?? plzzzz,
598,kcjjoan,,FALSE,238,Flume and Blanke coming out with new music has spiritually lifted me,0.068181818
873,SampledThis,,FALSE,238,Song of the Year so far. Not much comes close. Brand new Flume!  https://t.co/1LKtCZb7fd,0.045454545
642,lil_megu,,FALSE,238,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/MQFctMPAu5 - @YouTube,
791,Morris_Glr,Blue Marble,FALSE,235,@runDRG if many people in the lab are doing RNA extraction via trizol and phenol extractions they have to be in the… https://t.co/sk5p6oi3me,0.5
1049,Cha815,France,FALSE,235,📹 Flume feat. Toro y Moi “The Difference” #flume #toroymoi #nowplaying https://t.co/6bJkS1YGsX,
860,TheGabeRivera,"""30 minutes north of atlanta"" ",FALSE,232,CHAZ AND FLUME LETS GO! https://t.co/lq2cBCuE20,
389,wouldudieman,Dog Daycare,FALSE,231,This new flume wonderful,0.568181818
1076,E79800,South Africa,FALSE,231,Flume drops a 2min track. And I will listen to it on repeat from now onwards,
674,calllanta,,FALSE,226,new Flume makes me happy,0.468181818
1221,Kelllllllvin,Im with you in spirit ,FALSE,226,Flume June 8th 🤔,
916,skylerwho,"Los Angeles, CA",FALSE,225,"@TheRealRooBus While we’re at it, someone should also probably cancel that petition for Flume to eat Lizzo’s ass...",
281,alaran21,"Austin, TX",FALSE,224,I’ve tried to see Flume 4x now...each time something comes up...it’s all good though I know when I finally get to s… https://t.co/y7S8ssbxsU,0.35
1002,bruhaamusic,weebville,FALSE,223,Flume D&amp;B now THATS SEXY,0.5
1006,sporadicword,"Los Angeles, CA",FALSE,223,"""His song Talamak is a longtime favorite. I listened to that one a lot when I first started Flume as a project.
-Ha… https://t.co/yLwuU6f9E8",0.375
973,JoeyIATG,,FALSE,223,New flume gud,0.136363636
890,josephbarajas94,"Yuma, AZ",FALSE,223,I miss the old flume,0.1
371,ohaiitswhitney,,FALSE,223,Never be like you by flume is hitting especially hard today,-0.583333333
747,TarushMohanti,"Santa Barbara, CA",FALSE,221,"Just added The Difference by Flume, Toro y Moi to Tarush's Rotation https://t.co/PhxrIfgKCk https://t.co/IVYKs9Yo9X",
912,asensmusic,"Madrid, España",FALSE,221,"@flumemusic @ToroyMoi Nobody:
Flume: 🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️",
1228,basic_bianca,"Colorado, USA",FALSE,219,ok yea let’s just conflict flume and bassnectar literally the two most important people in my entire life and they… https://t.co/YOuyGRNsgM,0.35
710,targetpip,,FALSE,219,"Flume Drops New Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/9F7PEwq6r9",-0.006818182
135,targetpip,,FALSE,219,Flume Announces Three Nights At Red Rocks Celebrating Three Eras Of Flume Music https://t.co/mVBAVXY5D4,
934,BITNIT,"Miami, FL",FALSE,218,@KatSaysKill @BernieSanders @flume @ToroyMoi Just had the same realization. Happy 311 day,0.4
972,newsaggregated,"Mote, humdrum star, galaxy",FALSE,217,"Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/BooVrpZegz",-0.006818182
1055,newsaggregated,"Mote, humdrum star, galaxy",FALSE,217,"Flume and Toro Y Moi share visuals for joint drum ‘n’ bass cut, ‘The Difference’ [Watch] https://t.co/CXyCFigmQr",-0.15
782,rachelrowe69,"SD, CA",FALSE,217,Getting butterflies thinking about seeing flume again,
98,TyderiaOfficial,"Broward County, FL",FALSE,216,Oh shit flume did drum &amp; bass,-0.175
881,naturegirl808,hnl / la,FALSE,215,... is taking dirty chai oat milk latte and flume to the fucking dome,-0.6
434,bornybeats,"Trondheim, Norway",FALSE,213,"fuck, this new flume track !!!",-0.131818182
605,aprend4,Chicago,FALSE,212,"Toro y Moi and Flume dropped a song today with the lyrics “if we die I wanna bring the whole thing .. Oooo”

Was th… https://t.co/dD7Ojghh4a",0.2
859,Primetweets_PT,"Lagos, Nigeria",FALSE,211,"Flume And Toro Y Moi Are A Perfect Pairing On Their Spirited New Song, ‘The Difference’ https://t.co/9y1GXwqCiQ https://t.co/5MejNxmHSx",0.545454545
165,mlgrc34,phx,FALSE,211,flume is just sophie for straight people,0.2
37,redpillsappxhic,𝔭𝔩𝔞𝔫𝔢𝔱 𝔢𝔞𝔯𝔱𝔥,FALSE,211,@DGisBoring Flume- the difference,
111,NoiseHERO,Big Apple 3 AM(New York City),FALSE,208,Flume and Toro y Moi should become a permanent thing,
320,lavendernvelv,,FALSE,207,"i especially love listening to flume on rainy days like this

makes it more ethereal than it already is https://t.co/KQ1TZ5coIk",0.75
471,delovidenie,"Москва, Россия",FALSE,207,"AirPods Pro — Snap https://t.co/tBeTkOiMhx

AirPods Pro offer unprecedented control. Active Noise Cancellation for… https://t.co/SMGYCqOUiN",0.233333333
994,yeoseokie,,FALSE,207,"STFU I´M LISTENING TO Flume feat. Toro y Moi - The Difference (Official Music Video)
https://t.co/KL4GwbyAVh",
455,ccindyha,,FALSE,205,didnt think the flume n toro y moi song would be THIS good 🥺🥺,0.7
490,hagen2737,"Denver, CO",FALSE,205,Flume 🤒,
939,HopUpdates,,FALSE,204,[FRESH] Flume feat. Toro y Moi - The Difference,0.3
176,bodilessentity,,FALSE,204,the song transitions on hi this is flume https://t.co/Jp5NVtgCrJ,
489,icetwohand,chronology,FALSE,204,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/Sthm7tTfIw @YouTube 님이 공유,
854,melissaacordoba,"Dallas, TX",FALSE,202,"Flume has a golden doodle, so I want a golden doodle https://t.co/KlAX1EJRSz",0.3
803,P0ll02G0,,FALSE,200,New @flume and @porterrobinson in the same week... I’m thriving 🥺 https://t.co/mNPnkLhOvO,0.068181818
1107,tomographix757,"Setagaya-ku, Tokyo",FALSE,200,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/OrsfgNHZtw via @YouTube,
909,Meelan_S,o̶̟̟͗͊̾̍͠  ,FALSE,199,"@ahm3d786mo I don't keep up to date with what the kids listen to these days
I just enjoy my flume in peace",0.4
1220,andiiiii_d,B Lo,FALSE,199,Flume Red Rocks.........?💭,
955,mallarenas,"Distrito Federal, México",FALSE,198,"Uff uff uff uff 

Here’s a song for you… The Difference by Flume
https://t.co/cJGMlKAql1",
755,kalebearr,the club of tiny backpacks,FALSE,197,I wanna go t flume and friends sO BAD why does second sky have to be so close to it 😞 this is worse than heartbreak,-0.366666667
862,methonemusic,Spain,FALSE,197,catch me blasting that flume feat toro y moi all week,
460,paivanbiisit,"Helsinki, Finland",FALSE,196,Flume – The Difference (feat Toro y Moi) https://t.co/nEflDNk971,
728,pattysowinskii,,FALSE,195,"@stormecloudz @wonkymf You?? 
Christoph ?? 
Jauz
Flume",
783,imbeamz,"England, United Kingdom",FALSE,193,flume doing DnB my life is complete https://t.co/k6ZjXErh8B,0.1
627,rollingstoneaus,,TRUE,192,"Flume Releases New Toro y Moi-Featuring Single, “The Difference”
https://t.co/ZjK6rNtgHl https://t.co/Tqglpf2Kjd",0.032467532
1069,ZimmermannMaeva,,FALSE,192,Flume feat. Toro y Moi - The difference,
1211,sherrynorton37,"San Marcos, TX",FALSE,192,@adiabrooks_ NOOOO GO TO FLUME,
518,WhosAli5,,FALSE,191,New flume :),0.136363636
1067,Johnavs,"Los Angeles, CA",FALSE,188,Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/ntQojsuOGj https://t.co/Mos58FlliB,0.136363636
779,eliasxhernandez,"Los Angeles, CA",FALSE,188,That flume drop is 🔥🔥,
313,EternalRose98,"Westminster, CA",FALSE,187,Omg new flume?! Is it my birthday?😍🙏🏻,0.136363636
1147,Stamphawk,"Snowdonia, North Wales",FALSE,187,"I'm not sure if the illustration is of a canal or a log flume, but a fun cover all the same. @ptsandstampex… https://t.co/IrIeeWyzBi",0.016666667
1194,lewisricho11,,FALSE,187,"@Flems_oner @violentsoho Gotye hard to beat Flem, in saying that I’m on Flume",-0.291666667
428,YoSoyAllan20,CDMX 🇲🇽 | Indiana 🌽 ,FALSE,186,@juantansuave Flume at Red Rocks in June,
976,SenPieBeatz,Las Vegas,FALSE,185,Flume - The Difference (Lyrics) feat. Toro y Moi https://t.co/kioK05tgRq,
228,nirvanasmoke,"Chicago, IL",FALSE,184,"warning y’all now, ima be a fucking sourpuss until the next time I see flume",-0.3
515,blairbilodeau,"Toronto, Ontario",FALSE,183,@Congres30 more flume less flu,0.166666667
362,litttledeadfish,Delocated.,FALSE,181,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/eI6I72Pb82,
179,jack_et_potato,"Birmingham, England",FALSE,179,"Here’s a song for you… The Difference by Flume
https://t.co/toY61LU6h8",
186,KensAudioBoston,Boston,FALSE,179,"@FakeThemePark We've added 600 gallons of bleach to the water flume rides!
Now charging exorbitant amounts of money for a set of goggles.",
212,Zacco333,"Hobart/Devonport, Tasmania",FALSE,177,@LOOFRunDry @harleyrules170 @deci5ionpending @harleyrules170 changed his display name in anticipation of a Flume/Ruel collab,
871,AlonsoKG,"Denver, CO",FALSE,176,That new flume is WETTTT!!,0.136363636
464,JayThePuppet,he/him/i guess/whatev you like,FALSE,174,"156. Flume - Skin
a very forward-thinking, but more than that, forward-feeling album of handmade cities full of new… https://t.co/wyEoO6A0gs",0.296590909
1036,Katelickz,"California, USA",FALSE,172,NEW FLUME HEHE,0.136363636
551,averyjomo,,FALSE,171,If i don’t see flume in a week bc of corona i will CRY,
438,LOOFRunDry,,FALSE,170,@harleyrules170 @deci5ionpending I mean your username is literally 'flume is awesome',0.34375
764,_azdel,,FALSE,170,"Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/597S7JE3qS 
clipes para se ver dropado",
